label,climate,shape,flowering,colour,height
Moonshade Vine,temperate,round,False,blue,5.33
Moonshade Vine,temperate,round,False,blue,6.89
Moonshade Vine,temperate,round,False,black,9.46
Moonshade Vine,temperate,round,False,blue,8.6
Moonshade Vine,temperate,round,False,black,6.63
Moonshade Vine,temperate,round,False,purple,5.38
Moonshade Vine,temperate,round,False,black,8.64
Moonshade Vine,temperate,round,False,purple,9.9
Moonshade Vine,temperate,round,False,blue,5.36
Moonshade Vine,temperate,round,False,blue,8.07
Moonshade Vine,temperate,round,False,blue,8.35
Moonshade Vine,temperate,round,False,purple,7.46
Moonshade Vine,temperate,round,False,purple,9.15
Moonshade Vine,temperate,round,False,blue,8.49
Moonshade Vine,temperate,round,False,black,5.22
Moonshade Vine,temperate,round,False,purple,7.11
Moonshade Vine,temperate,round,False,purple,8.79
Moonshade Vine,temperate,round,False,blue,5.66
Moonshade Vine,temperate,round,False,black,7.27
Moonshade Vine,temperate,round,False,black,5.45
Moonshade Vine,temperate,round,False,blue,6.01
Moonshade Vine,temperate,round,False,purple,9.63
Moonshade Vine,temperate,round,False,black,9.4
Moonshade Vine,temperate,round,False,purple,7.21
Moonshade Vine,temperate,round,False,black,7.75
Moonshade Vine,temperate,round,False,blue,6.26
Moonshade Vine,temperate,round,False,blue,6.48
Moonshade Vine,temperate,round,False,blue,7.43
Moonshade Vine,temperate,round,False,blue,8.93
Moonshade Vine,temperate,round,False,black,9.51
Moonshade Vine,temperate,round,False,black,8.12
Moonshade Vine,temperate,round,False,purple,6.24
Moonshade Vine,temperate,round,False,purple,5.72
Moonshade Vine,temperate,round,False,purple,5.09
Moonshade Vine,temperate,round,False,blue,5.79
Moonshade Vine,temperate,round,False,blue,5.55
Moonshade Vine,temperate,round,False,black,9.87
Moonshade Vine,temperate,round,False,black,8.78
Moonshade Vine,temperate,round,False,blue,6.05
Moonshade Vine,temperate,round,False,black,6.84
Moonshade Vine,temperate,round,False,blue,5.84
Moonshade Vine,temperate,round,False,blue,7.05
Moonshade Vine,temperate,round,False,black,9.65
Moonshade Vine,temperate,round,False,purple,6.65
Moonshade Vine,temperate,round,False,black,7.78
Moonshade Vine,temperate,round,False,purple,6.97
Moonshade Vine,temperate,round,False,purple,5.1
Moonshade Vine,temperate,round,False,black,5.79
Moonshade Vine,temperate,round,False,purple,5.68
Moonshade Vine,temperate,round,False,blue,9.1
Moonshade Vine,temperate,round,False,purple,5.73
Moonshade Vine,temperate,round,False,purple,6.41
Moonshade Vine,temperate,round,False,black,8.41
Moonshade Vine,temperate,round,False,purple,5.4
Moonshade Vine,temperate,round,False,black,7.94
Moonshade Vine,temperate,round,False,purple,5.67
Moonshade Vine,temperate,round,False,purple,5.39
Moonshade Vine,temperate,round,False,purple,9.56
Moonshade Vine,temperate,round,False,black,8.24
Moonshade Vine,temperate,round,False,purple,8.11
Moonshade Vine,temperate,round,False,blue,9.4
Moonshade Vine,temperate,round,False,purple,7.57
Moonshade Vine,temperate,round,False,purple,6.83
Moonshade Vine,temperate,round,False,black,8.36
Moonshade Vine,temperate,round,False,black,6.54
Moonshade Vine,temperate,round,False,blue,8.38
Moonshade Vine,temperate,round,False,blue,9.83
Moonshade Vine,temperate,round,False,purple,9.7
Moonshade Vine,temperate,round,False,purple,9.2
Moonshade Vine,temperate,round,False,blue,6.69
Moonshade Vine,temperate,round,False,purple,7.2
Moonshade Vine,temperate,round,False,blue,7.8
Moonshade Vine,temperate,round,False,blue,8.64
Moonshade Vine,temperate,round,False,blue,7.31
Moonshade Vine,temperate,round,False,black,8.02
Moonshade Vine,temperate,round,False,purple,6.7
Moonshade Vine,temperate,round,False,blue,6.33
Moonshade Vine,temperate,round,False,purple,5.38
Moonshade Vine,temperate,round,False,blue,9.69
Moonshade Vine,temperate,round,False,black,9.3
Moonshade Vine,temperate,round,False,blue,5.8
Moonshade Vine,temperate,round,False,purple,6.56
Moonshade Vine,temperate,round,False,blue,7.16
Moonshade Vine,temperate,round,False,purple,5.66
Moonshade Vine,temperate,round,False,black,5.82
Moonshade Vine,temperate,round,False,blue,6.01
Moonshade Vine,temperate,round,False,purple,6.49
Moonshade Vine,temperate,round,False,blue,9.48
Moonshade Vine,temperate,round,False,blue,7.37
Moonshade Vine,temperate,round,False,purple,7.96
Moonshade Vine,temperate,round,False,blue,7.37
Moonshade Vine,temperate,round,False,purple,7.66
Moonshade Vine,temperate,round,False,purple,8.43
Moonshade Vine,temperate,round,False,blue,7.47
Moonshade Vine,temperate,round,False,blue,5.3
Moonshade Vine,temperate,round,False,purple,6.89
Moonshade Vine,temperate,round,False,purple,8.0
Moonshade Vine,temperate,round,False,black,8.01
Moonshade Vine,temperate,round,False,blue,7.57
Moonshade Vine,temperate,round,False,black,6.03
Moonshade Vine,temperate,round,False,blue,7.13
Moonshade Vine,temperate,round,False,purple,7.34
Moonshade Vine,temperate,round,False,purple,6.55
Moonshade Vine,temperate,round,False,purple,8.82
Moonshade Vine,temperate,round,False,blue,5.76
Moonshade Vine,temperate,round,False,blue,6.24
Moonshade Vine,temperate,round,False,blue,9.66
Moonshade Vine,temperate,round,False,black,5.19
Moonshade Vine,temperate,round,False,blue,7.86
Moonshade Vine,temperate,round,False,blue,9.91
Moonshade Vine,temperate,round,False,blue,9.64
Moonshade Vine,temperate,round,False,purple,6.7
Moonshade Vine,temperate,round,False,purple,8.11
Moonshade Vine,temperate,round,False,purple,6.87
Moonshade Vine,temperate,round,False,purple,5.46
Moonshade Vine,temperate,round,False,purple,5.9
Moonshade Vine,temperate,round,False,purple,7.41
Moonshade Vine,temperate,round,False,black,7.5
Moonshade Vine,temperate,round,False,black,6.33
Moonshade Vine,temperate,round,False,purple,8.19
Moonshade Vine,temperate,round,False,black,8.3
Moonshade Vine,temperate,round,False,black,7.57
Moonshade Vine,temperate,round,False,purple,9.58
Moonshade Vine,temperate,round,False,black,9.33
Moonshade Vine,temperate,round,False,purple,8.3
Moonshade Vine,temperate,round,False,black,8.57
Moonshade Vine,temperate,round,False,black,9.32
Moonshade Vine,temperate,round,False,black,6.8
Moonshade Vine,temperate,round,False,blue,6.45
Moonshade Vine,temperate,round,False,purple,7.12
Moonshade Vine,temperate,round,False,purple,8.22
Moonshade Vine,temperate,round,False,blue,8.24
Moonshade Vine,temperate,round,False,purple,5.65
Moonshade Vine,temperate,round,False,blue,7.26
Moonshade Vine,temperate,round,False,black,8.26
Moonshade Vine,temperate,round,False,blue,7.97
Moonshade Vine,temperate,round,False,black,8.44
Moonshade Vine,temperate,round,False,purple,7.9
Moonshade Vine,temperate,round,False,purple,8.05
Moonshade Vine,temperate,round,False,black,6.88
Moonshade Vine,temperate,round,False,purple,5.31
Moonshade Vine,temperate,round,False,blue,6.94
Moonshade Vine,temperate,round,False,purple,9.61
Moonshade Vine,temperate,round,False,purple,5.11
Moonshade Vine,temperate,round,False,black,7.18
Moonshade Vine,temperate,round,False,black,5.52
Moonshade Vine,temperate,round,False,black,5.04
Moonshade Vine,temperate,round,False,blue,6.25
Moonshade Vine,temperate,round,False,black,6.51
Moonshade Vine,temperate,round,False,blue,8.98
Moonshade Vine,temperate,round,False,blue,5.84
Moonshade Vine,temperate,round,False,blue,9.71
Moonshade Vine,temperate,round,False,purple,6.06
Moonshade Vine,temperate,round,False,black,7.87
Moonshade Vine,temperate,round,False,blue,9.17
Moonshade Vine,temperate,round,False,blue,5.6
Moonshade Vine,temperate,round,False,blue,5.18
Moonshade Vine,temperate,round,False,black,7.66
Moonshade Vine,temperate,round,False,blue,8.28
Moonshade Vine,temperate,round,False,blue,9.89
Moonshade Vine,temperate,round,False,purple,7.13
Moonshade Vine,temperate,round,False,purple,6.95
Moonshade Vine,temperate,round,False,purple,5.81
Moonshade Vine,temperate,round,False,purple,7.37
Moonshade Vine,temperate,round,False,blue,8.92
Moonshade Vine,temperate,round,False,purple,9.08
Moonshade Vine,temperate,round,False,purple,7.22
Moonshade Vine,temperate,round,False,blue,6.44
Moonshade Vine,temperate,round,False,blue,8.72
Moonshade Vine,temperate,round,False,black,7.01
Moonshade Vine,temperate,round,False,blue,6.7
Moonshade Vine,temperate,round,False,purple,6.58
Moonshade Vine,temperate,round,False,black,5.75
Moonshade Vine,temperate,round,False,black,7.64
Moonshade Vine,temperate,round,False,black,9.46
Moonshade Vine,temperate,round,False,blue,8.14
Moonshade Vine,temperate,round,False,black,6.61
Moonshade Vine,temperate,round,False,purple,9.43
Moonshade Vine,temperate,round,False,black,9.67
Moonshade Vine,temperate,round,False,blue,9.83
Moonshade Vine,temperate,round,False,purple,8.06
Moonshade Vine,temperate,round,False,purple,8.92
Moonshade Vine,temperate,round,False,purple,8.38
Moonshade Vine,temperate,round,False,black,5.95
Moonshade Vine,temperate,round,False,blue,8.13
Moonshade Vine,temperate,round,False,purple,5.46
Moonshade Vine,temperate,round,False,black,9.78
Moonshade Vine,temperate,round,False,purple,6.04
Moonshade Vine,temperate,round,False,purple,7.85
Moonshade Vine,temperate,round,False,black,7.76
Moonshade Vine,temperate,round,False,purple,9.82
Moonshade Vine,temperate,round,False,blue,9.88
Moonshade Vine,temperate,round,False,purple,5.95
Moonshade Vine,temperate,round,False,blue,6.98
Moonshade Vine,temperate,round,False,blue,8.68
Moonshade Vine,temperate,round,False,black,8.69
Moonshade Vine,temperate,round,False,black,5.9
Moonshade Vine,temperate,round,False,blue,8.18
Moonshade Vine,temperate,round,False,blue,7.87
Moonshade Vine,temperate,round,False,blue,7.19
Moonshade Vine,temperate,round,False,blue,5.52
Moonshade Vine,temperate,round,False,purple,6.92
Moonshade Vine,temperate,round,False,purple,7.54
Moonshade Vine,temperate,round,False,black,5.74
Moonshade Vine,temperate,round,False,black,6.61
Moonshade Vine,temperate,round,False,blue,6.39
Moonshade Vine,temperate,round,False,black,5.71
Moonshade Vine,temperate,round,False,purple,5.94
Moonshade Vine,temperate,round,False,black,5.83
Moonshade Vine,temperate,round,False,blue,7.24
Moonshade Vine,temperate,round,False,purple,8.21
Moonshade Vine,temperate,round,False,purple,7.03
Moonshade Vine,temperate,round,False,blue,5.98
Moonshade Vine,temperate,round,False,blue,9.7
Moonshade Vine,temperate,round,False,blue,9.28
Moonshade Vine,temperate,round,False,purple,7.14
Moonshade Vine,temperate,round,False,black,7.44
Moonshade Vine,temperate,round,False,purple,5.11
Moonshade Vine,temperate,round,False,blue,5.41
Moonshade Vine,temperate,round,False,black,6.24
Moonshade Vine,temperate,round,False,purple,5.17
Moonshade Vine,temperate,round,False,purple,7.07
Moonshade Vine,temperate,round,False,blue,6.34
Moonshade Vine,temperate,round,False,blue,9.84
Moonshade Vine,temperate,round,False,purple,9.45
Moonshade Vine,temperate,round,False,blue,9.7
Moonshade Vine,temperate,round,False,black,6.47
Moonshade Vine,temperate,round,False,black,9.92
Moonshade Vine,temperate,round,False,blue,8.52
Moonshade Vine,temperate,round,False,black,7.73
Moonshade Vine,temperate,round,False,black,5.58
Moonshade Vine,temperate,round,False,black,7.34
Moonshade Vine,temperate,round,False,purple,5.81
Moonshade Vine,temperate,round,False,purple,6.66
Moonshade Vine,temperate,round,False,purple,6.63
Moonshade Vine,temperate,round,False,black,9.91
Moonshade Vine,temperate,round,False,black,9.58
Moonshade Vine,temperate,round,False,blue,8.6
Moonshade Vine,temperate,round,False,purple,9.76
Moonshade Vine,temperate,round,False,blue,9.71
Moonshade Vine,temperate,round,False,purple,9.77
Moonshade Vine,temperate,round,False,black,8.08
Moonshade Vine,temperate,round,False,purple,9.31
Moonshade Vine,temperate,round,False,purple,8.38
Moonshade Vine,temperate,round,False,black,6.51
Moonshade Vine,temperate,round,False,blue,7.26
Moonshade Vine,temperate,round,False,blue,7.76
Moonshade Vine,temperate,round,False,blue,5.02
Moonshade Vine,temperate,round,False,purple,6.12
Moonshade Vine,temperate,round,False,blue,6.14
Moonshade Vine,temperate,round,False,black,6.89
Moonshade Vine,temperate,round,False,blue,6.16
Moonshade Vine,temperate,round,False,black,6.23
Moonshade Vine,temperate,round,False,purple,9.28
Moonshade Vine,temperate,round,False,black,6.0
Moonshade Vine,temperate,round,False,purple,9.77
Moonshade Vine,temperate,round,False,blue,7.21
Moonshade Vine,temperate,round,False,purple,8.98
Moonshade Vine,temperate,round,False,purple,6.09
Moonshade Vine,temperate,round,False,purple,7.25
Moonshade Vine,temperate,round,False,blue,5.48
Moonshade Vine,temperate,round,False,purple,6.25
Moonshade Vine,temperate,round,False,blue,5.43
Moonshade Vine,temperate,round,False,black,9.74
Moonshade Vine,temperate,round,False,purple,7.49
Moonshade Vine,temperate,round,False,black,7.88
Moonshade Vine,temperate,round,False,blue,8.46
Moonshade Vine,temperate,round,False,blue,9.94
Moonshade Vine,temperate,round,False,black,6.28
Moonshade Vine,temperate,round,False,purple,5.44
Moonshade Vine,temperate,round,False,black,7.66
Moonshade Vine,temperate,round,False,black,7.95
Moonshade Vine,temperate,round,False,blue,5.07
Moonshade Vine,temperate,round,False,blue,5.81
Moonshade Vine,temperate,round,False,blue,6.63
Moonshade Vine,temperate,round,False,purple,9.87
Moonshade Vine,temperate,round,False,black,7.55
Moonshade Vine,temperate,round,False,black,5.97
Moonshade Vine,temperate,round,False,blue,5.82
Moonshade Vine,temperate,round,False,black,7.95
Moonshade Vine,temperate,round,False,purple,6.92
Moonshade Vine,temperate,round,False,purple,6.02
Moonshade Vine,temperate,round,False,blue,7.11
Moonshade Vine,temperate,round,False,blue,6.3
Moonshade Vine,temperate,round,False,purple,9.68
Moonshade Vine,temperate,round,False,blue,8.5
Moonshade Vine,temperate,round,False,blue,6.0
Moonshade Vine,temperate,round,False,black,7.25
Moonshade Vine,temperate,round,False,blue,7.07
Moonshade Vine,temperate,round,False,purple,5.23
Moonshade Vine,temperate,round,False,black,5.73
Moonshade Vine,temperate,round,False,black,5.62
Moonshade Vine,temperate,round,False,black,5.38
Moonshade Vine,temperate,round,False,purple,8.13
Moonshade Vine,temperate,round,False,black,6.72
Moonshade Vine,temperate,round,False,purple,5.7
Moonshade Vine,temperate,round,False,black,9.27
Moonshade Vine,temperate,round,False,purple,7.86
Moonshade Vine,temperate,round,False,blue,8.51
Moonshade Vine,temperate,round,False,blue,7.35
Moonshade Vine,temperate,round,False,black,7.47
Moonshade Vine,temperate,round,False,purple,8.64
Moonshade Vine,temperate,round,False,purple,9.0
Moonshade Vine,temperate,round,False,black,5.84
Moonshade Vine,temperate,round,False,black,7.77
Moonshade Vine,temperate,round,False,purple,9.32
Moonshade Vine,temperate,round,False,blue,5.55
Moonshade Vine,temperate,round,False,black,8.35
Moonshade Vine,temperate,round,False,black,7.0
Moonshade Vine,temperate,round,False,purple,9.32
Moonshade Vine,temperate,round,False,purple,6.17
Moonshade Vine,temperate,round,False,purple,8.45
Moonshade Vine,temperate,round,False,black,7.59
Moonshade Vine,temperate,round,False,purple,8.49
Moonshade Vine,temperate,round,False,black,5.12
Moonshade Vine,temperate,round,False,black,9.56
Moonshade Vine,temperate,round,False,purple,5.19
Moonshade Vine,temperate,round,False,black,5.59
Moonshade Vine,temperate,round,False,blue,7.9
Moonshade Vine,temperate,round,False,black,9.94
Moonshade Vine,temperate,round,False,purple,8.56
Moonshade Vine,temperate,round,False,black,6.6
Moonshade Vine,temperate,round,False,blue,9.27
Moonshade Vine,temperate,round,False,black,5.27
Moonshade Vine,temperate,round,False,blue,7.72
Moonshade Vine,temperate,round,False,purple,6.23
Moonshade Vine,temperate,round,False,blue,5.98
Moonshade Vine,temperate,round,False,purple,5.38
Moonshade Vine,temperate,round,False,black,6.84
Moonshade Vine,temperate,round,False,black,8.72
Moonshade Vine,temperate,round,False,purple,7.53
Moonshade Vine,temperate,round,False,blue,5.63
Moonshade Vine,temperate,round,False,black,6.77
Moonshade Vine,temperate,round,False,blue,9.19
Moonshade Vine,temperate,round,False,purple,5.23
Moonshade Vine,temperate,round,False,purple,9.24
Moonshade Vine,temperate,round,False,blue,5.49
Moonshade Vine,temperate,round,False,blue,7.89
Moonshade Vine,temperate,round,False,purple,6.89
Moonshade Vine,temperate,round,False,blue,7.32
Moonshade Vine,temperate,round,False,black,6.05
Moonshade Vine,temperate,round,False,purple,8.02
Moonshade Vine,temperate,round,False,blue,7.32
Moonshade Vine,temperate,round,False,purple,6.89
Moonshade Vine,temperate,round,False,blue,7.59
Moonshade Vine,temperate,round,False,black,5.89
Moonshade Vine,temperate,round,False,blue,8.14
Moonshade Vine,temperate,round,False,black,9.45
Moonshade Vine,temperate,round,False,black,9.32
Moonshade Vine,temperate,round,False,blue,5.85
Moonshade Vine,temperate,round,False,blue,6.87
Moonshade Vine,temperate,round,False,purple,5.1
Moonshade Vine,temperate,round,False,black,5.21
Moonshade Vine,temperate,round,False,black,9.81
Moonshade Vine,temperate,round,False,purple,5.99
Moonshade Vine,temperate,round,False,purple,5.52
Moonshade Vine,temperate,round,False,purple,9.55
Moonshade Vine,temperate,round,False,black,7.13
Moonshade Vine,temperate,round,False,black,7.41
Moonshade Vine,temperate,round,False,purple,7.79
Moonshade Vine,temperate,round,False,blue,7.43
Moonshade Vine,temperate,round,False,blue,7.91
Moonshade Vine,temperate,round,False,blue,7.56
Moonshade Vine,temperate,round,False,purple,9.83
Moonshade Vine,temperate,round,False,black,8.63
Moonshade Vine,temperate,round,False,blue,8.77
Moonshade Vine,temperate,round,False,purple,6.01
Moonshade Vine,temperate,round,False,blue,8.83
Moonshade Vine,temperate,round,False,blue,8.11
Moonshade Vine,temperate,round,False,black,7.5
Moonshade Vine,temperate,round,False,purple,6.04
Moonshade Vine,temperate,round,False,blue,9.35
Moonshade Vine,temperate,round,False,blue,6.13
Moonshade Vine,temperate,round,False,black,9.97
Moonshade Vine,temperate,round,False,purple,8.48
Moonshade Vine,temperate,round,False,blue,6.04
Moonshade Vine,temperate,round,False,blue,7.86
Moonshade Vine,temperate,round,False,blue,5.68
Moonshade Vine,temperate,round,False,blue,6.68
Moonshade Vine,temperate,round,False,black,7.91
Moonshade Vine,temperate,round,False,purple,10.0
Moonshade Vine,temperate,round,False,purple,9.37
Moonshade Vine,temperate,round,False,blue,5.18
Moonshade Vine,temperate,round,False,black,8.85
Moonshade Vine,temperate,round,False,purple,5.7
Moonshade Vine,temperate,round,False,purple,7.17
Moonshade Vine,temperate,round,False,black,7.1
Moonshade Vine,temperate,round,False,blue,8.33
Moonshade Vine,temperate,round,False,black,6.38
Moonshade Vine,temperate,round,False,black,6.52
Moonshade Vine,temperate,round,False,purple,8.89
Moonshade Vine,temperate,round,False,black,5.43
Moonshade Vine,temperate,round,False,purple,5.81
Moonshade Vine,temperate,round,False,blue,5.51
Moonshade Vine,temperate,round,False,black,9.8
Moonshade Vine,temperate,round,False,blue,9.75
Moonshade Vine,temperate,round,False,blue,5.88
Moonshade Vine,temperate,round,False,purple,6.6
Moonshade Vine,temperate,round,False,black,9.23
Moonshade Vine,temperate,round,False,black,9.51
Moonshade Vine,temperate,round,False,purple,5.38
Moonshade Vine,temperate,round,False,black,6.86
Moonshade Vine,temperate,round,False,black,5.77
Moonshade Vine,temperate,round,False,purple,9.82
Moonshade Vine,temperate,round,False,blue,9.93
Moonshade Vine,temperate,round,False,black,9.05
Moonshade Vine,temperate,round,False,blue,8.43
Moonshade Vine,temperate,round,False,black,8.15
Moonshade Vine,temperate,round,False,purple,6.25
Moonshade Vine,temperate,round,False,purple,9.57
Moonshade Vine,temperate,round,False,purple,5.43
Moonshade Vine,temperate,round,False,blue,7.16
Moonshade Vine,temperate,round,False,black,7.92
Moonshade Vine,temperate,round,False,black,8.39
Moonshade Vine,temperate,round,False,purple,6.07
Moonshade Vine,temperate,round,False,blue,9.33
Moonshade Vine,temperate,round,False,black,5.11
Moonshade Vine,temperate,round,False,purple,7.29
Moonshade Vine,temperate,round,False,purple,9.54
Moonshade Vine,temperate,round,False,purple,6.94
Moonshade Vine,temperate,round,False,black,6.02
Moonshade Vine,temperate,round,False,black,5.69
Moonshade Vine,temperate,round,False,black,8.78
Moonshade Vine,temperate,round,False,purple,6.32
Moonshade Vine,temperate,round,False,black,7.16
Moonshade Vine,temperate,round,False,blue,6.63
Moonshade Vine,temperate,round,False,purple,5.02
Moonshade Vine,temperate,round,False,purple,5.3
Moonshade Vine,temperate,round,False,purple,8.58
Moonshade Vine,temperate,round,False,purple,8.09
Moonshade Vine,temperate,round,False,black,5.14
Moonshade Vine,temperate,round,False,blue,8.21
Moonshade Vine,temperate,round,False,blue,6.07
Moonshade Vine,temperate,round,False,blue,9.6
Moonshade Vine,temperate,round,False,purple,7.12
Moonshade Vine,temperate,round,False,black,7.38
Moonshade Vine,temperate,round,False,purple,6.1
Moonshade Vine,temperate,round,False,blue,6.1
Moonshade Vine,temperate,round,False,purple,6.06
Moonshade Vine,temperate,round,False,purple,9.58
Moonshade Vine,temperate,round,False,purple,8.44
Moonshade Vine,temperate,round,False,black,7.04
Moonshade Vine,temperate,round,False,black,5.96
Moonshade Vine,temperate,round,False,purple,6.71
Moonshade Vine,temperate,round,False,purple,5.27
Moonshade Vine,temperate,round,False,purple,8.71
Moonshade Vine,temperate,round,False,black,6.58
Moonshade Vine,temperate,round,False,blue,5.7
Moonshade Vine,temperate,round,False,purple,9.12
Moonshade Vine,temperate,round,False,black,8.13
Moonshade Vine,temperate,round,False,blue,8.96
Moonshade Vine,temperate,round,False,blue,8.01
Moonshade Vine,temperate,round,False,black,7.67
Moonshade Vine,temperate,round,False,purple,8.67
Moonshade Vine,temperate,round,False,purple,9.6
Moonshade Vine,temperate,round,False,blue,5.62
Moonshade Vine,temperate,round,False,black,5.78
Moonshade Vine,temperate,round,False,blue,8.92
Moonshade Vine,temperate,round,False,blue,5.53
Moonshade Vine,temperate,round,False,purple,5.95
Moonshade Vine,temperate,round,False,blue,6.69
Moonshade Vine,temperate,round,False,black,6.69
Moonshade Vine,temperate,round,False,purple,6.72
Moonshade Vine,temperate,round,False,blue,9.23
Moonshade Vine,temperate,round,False,purple,6.49
Moonshade Vine,temperate,round,False,blue,9.48
Moonshade Vine,temperate,round,False,black,5.41
Moonshade Vine,temperate,round,False,blue,5.73
Moonshade Vine,temperate,round,False,black,9.7
Moonshade Vine,temperate,round,False,blue,6.27
Moonshade Vine,temperate,round,False,black,9.23
Moonshade Vine,temperate,round,False,blue,7.82
Moonshade Vine,temperate,round,False,purple,5.84
Moonshade Vine,temperate,round,False,blue,8.45
Moonshade Vine,temperate,round,False,blue,7.34
Moonshade Vine,temperate,round,False,purple,6.63
Moonshade Vine,temperate,round,False,black,9.44
Moonshade Vine,temperate,round,False,purple,6.63
Moonshade Vine,temperate,round,False,purple,5.87
Moonshade Vine,temperate,round,False,blue,7.73
Moonshade Vine,temperate,round,False,blue,7.36
Moonshade Vine,temperate,round,False,blue,6.93
Moonshade Vine,temperate,round,False,blue,5.06
Moonshade Vine,temperate,round,False,blue,5.68
Moonshade Vine,temperate,round,False,purple,7.01
Moonshade Vine,temperate,round,False,blue,9.11
Moonshade Vine,temperate,round,False,purple,9.29
Moonshade Vine,temperate,round,False,black,7.1
Moonshade Vine,temperate,round,False,purple,5.12
Moonshade Vine,temperate,round,False,black,5.55
Moonshade Vine,temperate,round,False,blue,7.38
Moonshade Vine,temperate,round,False,blue,6.98
Moonshade Vine,temperate,round,False,black,6.62
Moonshade Vine,temperate,round,False,purple,5.13
Moonshade Vine,temperate,round,False,blue,9.62
Moonshade Vine,temperate,round,False,purple,6.21
Moonshade Vine,temperate,round,False,purple,8.31
Moonshade Vine,temperate,round,False,black,8.86
Moonshade Vine,temperate,round,False,purple,6.64
Moonshade Vine,temperate,round,False,black,7.37
Moonshade Vine,temperate,round,False,black,9.36
Moonshade Vine,temperate,round,False,black,7.2
Moonshade Vine,temperate,round,False,purple,9.53
Moonshade Vine,temperate,round,False,blue,5.92
Moonshade Vine,temperate,round,False,black,8.91
Moonshade Vine,temperate,round,False,black,6.55
Moonshade Vine,temperate,round,False,purple,6.08
Moonshade Vine,temperate,round,False,purple,5.06
Moonshade Vine,temperate,round,False,black,8.78
Moonshade Vine,temperate,round,False,purple,9.3
Moonshade Vine,temperate,round,False,purple,8.99
Moonshade Vine,temperate,round,False,purple,6.1
Moonshade Vine,temperate,round,False,black,6.06
Moonshade Vine,temperate,round,False,purple,8.87
